order_id,customer_id,order_placement_date,on_time,in_full,otif,product_id,product_name,category
FAP420422502,789422,18-Apr-22,1,1,1,25891301,"AM Biscuits 500",Dairy
FAP421703603,789703,19-Apr-22,1,0,0,25891302,"AM Ghee 150",beverages
FAP421622401,789622,19-Apr-22,1,0,0,25891103,"AM Butter 100",Dairy
FAP421303402,789303,19-Apr-22,0,1,0,25891402,"AM Curd 100",Dairy
FAP420420201,789420,19-Apr-22,1,1,1,25891201,"AM Butter 100",Dairy
FAP421702501,789702,19-Apr-22,0,0,0,25891501,"AM Biscuits 750",Food
FAP420103602,789103,19-Apr-22,0,0,0,25891602,"AM Tea 250",beverages
FAP421422101,789422,19-Apr-22,0,1,0,25891101,"AM Milk 500",Dairy
FAP421503401,789503,19-Apr-22,1,1,1,25891401,"AM Curd 250",Dairy
FAP422122203,789122,20-Apr-22,0,0,0,25891203,"AM Butter 500",Dairy
FAP423102302,789102,20-Apr-22,1,0,0,25891302,"AM Ghee 150",Dairy
FAP421220402,789220,20-Apr-22,1,0,0,25891202,"AM Butter 250",Dairy
FAP421721301,789721,20-Apr-22,1,1,1,25891301,"AM Ghee 250",Dairy
FAP421522301,789522,20-Apr-22,0,1,0,25891301,"AM Ghee 250",Dairy
FAP422601102,789601,20-Apr-22,1,0,0,25891102,"AM Milk 250",Dairy
FAP421102502,789102,20-Apr-22,1,1,1,25891102,"AM Biscuits 500",Dairy
FAP421203102,789203,20-Apr-22,1,1,1,25891102,"AM Milk 250",Dairy
FAP421903502,789903,20-Apr-22,0,0,0,25891502,"AM Biscuits 500",Food
FAP421401501,789401,20-Apr-22,0,1,0,25891501,"AM Biscuits 750",Food
FAP422622502,789622,21-Apr-22,0,0,0,25891502,"AM Biscuits 500",Food
FAP424201602,789201,21-Apr-22,1,0,0,25891303,"AM Biscuits 500",beverages
FAP424501601,789501,21-Apr-22,1,1,1,25891303,"AM Ghee 100",beverages
FAP423422501,789422,21-Apr-22,0,1,0,25891501,"AM Biscuits 750",Food
FAP424703401,789703,21-Apr-22,1,0,0,25891203,"AM Butter 500",Dairy
FAP424403603,789403,21-Apr-22,1,0,0,25891302,"AM Ghee 100",beverages
FAP423903603,789903,21-Apr-22,0,1,0,25891603,"AM Tea 100",beverages
FAP424321303,789321,21-Apr-22,1,1,1,25891303,"AM Ghee 100",Dairy
FAP424102303,789102,21-Apr-22,0,1,0,25891303,"AM Ghee 100",Dairy
FAP422121303,789121,21-Apr-22,0,1,0,25891303,"AM Ghee 100",Dairy
FAP423122203,789122,21-Apr-22,0,0,0,25891203,"AM Butter 500",Dairy
FAP424721602,789721,22-Apr-22,1,1,1,25891103,"AM Curd 250",beverages
FAP423203203,789203,22-Apr-22,1,0,0,25891101,"AM Butter 250",Dairy
FAP425522203,789522,22-Apr-22,0,0,0,25891203,"AM Butter 500",Dairy
FAP424503301,789503,22-Apr-22,1,1,1,25891301,"AM Ghee 250",Dairy
FAP425203303,789203,22-Apr-22,1,1,1,25891102,"AM Ghee 100",Dairy
FAP425202502,789202,22-Apr-22,0,0,0,25891401,"AM Biscuits 500",Dairy
FAP424121403,789121,22-Apr-22,0,1,0,25891403,"AM Curd 50",Dairy
FAP424102103,789102,22-Apr-22,1,1,1,25891103,"AM Milk 100",Dairy
FAP424622402,789622,22-Apr-22,1,0,0,25891402,"AM Curd 100",Dairy
FAP425201501,789201,22-Apr-22,1,0,0,25891401,"AM Biscuits 750",Dairy
FAP424102603,789102,22-Apr-22,1,0,0,25891101,"AM Milk 500",beverages
FAP423520603,789520,22-Apr-22,0,0,0,25891603,"AM Tea 100",beverages
FAP424220603,789220,22-Apr-22,1,0,0,25891202,"AM Butter 250",beverages
FAP424521203,789521,23-Apr-22,0,0,0,25891203,"AM Butter 500",Dairy
FAP424321603,789321,23-Apr-22,1,1,1,25891202,"AM Butter 250",beverages
FAP424621601,789621,23-Apr-22,1,1,1,25891203,"AM Butter 500",beverages
FAP425420501,789420,23-Apr-22,0,1,0,25891103,"AM Biscuits 750",Dairy
FAP426202302,789202,23-Apr-22,1,0,0,25891302,"AM Ghee 150",Dairy
FAP424201301,789201,23-Apr-22,1,0,0,25891301,"AM Ghee 250",Dairy
FAP424903402,789903,23-Apr-22,1,0,0,25891102,"AM Curd 100",Dairy
FAP424220403,789220,23-Apr-22,1,0,0,25891102,"AM Curd 50",Dairy
FAP425421502,789421,23-Apr-22,1,0,0,25891502,"AM Biscuits 500",Food
FAP424203503,789203,23-Apr-22,1,0,0,25891201,"AM Biscuits 250",Dairy
FAP425220503,789220,23-Apr-22,0,1,0,25891503,"AM Biscuits 250",Food
FAP425622601,789622,23-Apr-22,1,0,0,25891601,"AM Tea 500",beverages
FAP425421402,789421,23-Apr-22,0,0,0,25891202,"AM Butter 250",Dairy
FAP424521201,789521,23-Apr-22,0,0,0,25891201,"AM Butter 100",Dairy
FAP424402501,789402,23-Apr-22,1,0,0,25891501,"AM Biscuits 750",Food
FAP424220501,789220,23-Apr-22,0,1,0,25891501,"AM Biscuits 750",Food
FAP425902602,789902,23-Apr-22,0,1,0,25891602,"AM Tea 250",beverages
FAP426220203,789220,24-Apr-22,1,1,1,25891201,"AM Butter 100",Dairy
FAP425503203,789503,24-Apr-22,0,1,0,25891203,"AM Butter 500",Dairy
FAP426521302,789521,24-Apr-22,0,1,0,25891302,"AM Ghee 150",Dairy
FAP427903302,789903,24-Apr-22,1,0,0,25891101,"AM Ghee 150",Dairy
FAP426103301,789103,24-Apr-22,0,0,0,25891201,"AM Butter 100",Dairy
FAP425520403,789520,24-Apr-22,0,1,0,25891403,"AM Curd 50",Dairy
FAP425101602,789101,24-Apr-22,1,0,0,25891202,"AM Biscuits 250",beverages
FAP427301403,789301,24-Apr-22,0,1,0,25891403,"AM Curd 50",Dairy
FAP427902603,789902,24-Apr-22,1,0,0,25891503,"AM Biscuits 250",beverages
FAP425203503,789203,24-Apr-22,1,0,0,25891501,"AM Biscuits 250",Food
FAP425421303,789421,24-Apr-22,0,0,0,25891103,"AM Ghee 100",Dairy
FAP426101103,789101,24-Apr-22,1,1,1,25891103,"AM Milk 100",Dairy
FAP426902601,789902,24-Apr-22,0,1,0,25891601,"AM Tea 500",beverages
FAP425103402,789103,24-Apr-22,1,1,1,25891402,"AM Curd 100",Dairy
FAP426721602,789721,24-Apr-22,1,0,0,25891201,"AM Butter 100",beverages
FAP426121401,789121,24-Apr-22,1,0,0,25891401,"AM Curd 250",Dairy
FAP425402303,789402,24-Apr-22,1,0,0,25891303,"AM Ghee 100",Dairy
FAP428720302,789720,25-Apr-22,1,0,0,25891103,"AM Ghee 150",Dairy
FAP427520301,789520,25-Apr-22,1,0,0,25891301,"AM Ghee 250",Dairy
FAP427102503,789102,25-Apr-22,1,0,0,25891403,"AM Biscuits 250",Dairy
FAP426403503,789403,25-Apr-22,0,0,0,25891103,"AM Biscuits 250",Dairy
FAP426103601,789103,25-Apr-22,1,0,0,25891402,"AM Curd 100",beverages
FAP427303601,789303,25-Apr-22,1,1,1,25891101,"AM Milk 500",beverages
FAP426621603,789621,25-Apr-22,1,0,0,25891402,"AM Curd 100",beverages
FAP426601303,789601,25-Apr-22,1,0,0,25891101,"AM Butter 250",Dairy
FAP427102401,789102,25-Apr-22,0,1,0,25891401,"AM Curd 250",Dairy
FAP428102401,789102,25-Apr-22,0,0,0,25891401,"AM Curd 250",Dairy
FAP428422202,789422,25-Apr-22,0,1,0,25891202,"AM Butter 250",Dairy
FAP427522202,789522,25-Apr-22,0,1,0,25891202,"AM Butter 250",Dairy
FAP429622603,789622,26-Apr-22,1,1,1,25891101,"AM Butter 250",beverages
FAP428601301,789601,26-Apr-22,1,0,0,25891301,"AM Ghee 250",Dairy
FAP428221102,789221,26-Apr-22,0,1,0,25891102,"AM Milk 250",Dairy
FAP429121102,789121,26-Apr-22,1,1,1,25891102,"AM Milk 250",Dairy
FAP428122403,789122,26-Apr-22,1,0,0,25891403,"AM Curd 50",Dairy
FAP429720503,789720,26-Apr-22,1,1,1,25891403,"AM Biscuits 250",Dairy
FAP427202503,789202,26-Apr-22,1,1,1,25891503,"AM Biscuits 250",Food
FAP427122601,789122,26-Apr-22,0,0,0,25891201,"AM Butter 100",beverages
FAP428201501,789201,26-Apr-22,1,0,0,25891501,"AM Biscuits 750",Food
FAP429122401,789122,26-Apr-22,0,0,0,25891401,"AM Curd 250",Dairy
FAP427202202,789202,26-Apr-22,0,1,0,25891202,"AM Butter 250",Dairy
FAP430420203,789420,27-Apr-22,0,1,0,25891203,"AM Butter 500",Dairy
FAP430603602,789603,27-Apr-22,1,1,1,25891203,"AM Butter 500",beverages
FAP428422301,789422,27-Apr-22,0,0,0,25891101,"AM Ghee 250",Dairy
FAP429403202,789403,27-Apr-22,0,1,0,25891202,"AM Butter 250",Dairy
FAP430421402,789421,27-Apr-22,0,1,0,25891402,"AM Curd 100",Dairy
FAP428101502,789101,27-Apr-22,1,1,1,25891201,"AM Biscuits 500",Dairy
FAP430101503,789101,27-Apr-22,1,1,1,25891201,"AM Biscuits 250",Dairy
FAP429202101,789202,28-Apr-22,1,0,0,25891101,"AM Milk 500",Dairy
FAP430521401,789521,28-Apr-22,0,1,0,25891401,"AM Curd 250",Dairy
FAP430403603,789403,28-Apr-22,1,1,1,25891603,"AM Tea 100",beverages
FAP430703603,789703,28-Apr-22,1,1,1,25891201,"AM Butter 100",beverages
FAP430203603,789203,28-Apr-22,0,0,0,25891603,"AM Tea 100",beverages
FAP430521202,789521,28-Apr-22,1,0,0,25891202,"AM Butter 250",Dairy
FMY51401402,789401,28-Apr-22,1,1,1,25891203,"AM Butter 500",Dairy
FAP430303203,789303,28-Apr-22,0,1,0,25891203,"AM Butter 500",Dairy
FAP430421302,789421,28-Apr-22,0,0,0,25891302,"AM Ghee 150",Dairy
FAP430420301,789420,28-Apr-22,0,1,0,25891301,"AM Ghee 250",Dairy
FMY51501502,789501,28-Apr-22,1,1,1,25891502,"AM Biscuits 500",Food
FMY51421602,789421,28-Apr-22,0,0,0,25891502,"AM Biscuits 500",beverages
FAP429201403,789201,28-Apr-22,1,1,1,25891403,"AM Curd 50",Dairy
FMY51721203,789721,29-Apr-22,1,1,1,25891102,"AM Butter 500",Dairy
FMY51522502,789522,29-Apr-22,0,1,0,25891203,"AM Biscuits 500",Dairy
FMY52702403,789702,29-Apr-22,1,0,0,25891102,"AM Curd 50",Dairy
FMY52122502,789122,29-Apr-22,0,0,0,25891502,"AM Biscuits 500",Food
FAP430220502,789220,29-Apr-22,1,0,0,25891303,"AM Biscuits 500",Dairy
FAP430421502,789421,29-Apr-22,0,0,0,25891502,"AM Biscuits 500",Food
FAP430303403,789303,29-Apr-22,1,0,0,25891403,"AM Curd 50",Dairy
FAP430522601,789522,29-Apr-22,1,1,1,25891601,"AM Tea 500",beverages
FMY51121501,789121,29-Apr-22,1,1,1,25891501,"AM Biscuits 750",Food
FMY52202602,789202,29-Apr-22,1,0,0,25891602,"AM Tea 250",beverages
FMY52103401,789103,29-Apr-22,0,0,0,25891401,"AM Curd 250",Dairy
FMY52601603,789601,29-Apr-22,0,0,0,25891603,"AM Tea 100",beverages
FAP430201202,789201,29-Apr-22,1,1,1,25891202,"AM Butter 250",Dairy
FMY52402203,789402,30-Apr-22,0,1,0,25891203,"AM Butter 500",Dairy
FMY52301301,789301,30-Apr-22,0,1,0,25891301,"AM Ghee 250",Dairy
FMY52220602,789220,30-Apr-22,1,0,0,25891301,"AM Ghee 250",beverages
FMY52720502,789720,30-Apr-22,1,0,0,25891502,"AM Biscuits 500",Food
FMY51403503,789403,30-Apr-22,1,1,1,25891502,"AM Biscuits 250",Food
FMY53622403,789622,30-Apr-22,1,1,1,25891403,"AM Curd 50",Dairy
FMY51622103,789622,30-Apr-22,0,1,0,25891103,"AM Milk 100",Dairy
FMY52122601,789122,30-Apr-22,0,0,0,25891303,"AM Ghee 100",beverages
FMY52903601,789903,30-Apr-22,1,0,0,25891601,"AM Tea 500",beverages
FMY53321402,789321,30-Apr-22,1,0,0,25891402,"AM Curd 100",Dairy
FMY52103501,789103,30-Apr-22,1,0,0,25891501,"AM Biscuits 750",Food
FMY53421501,789421,30-Apr-22,1,1,1,25891501,"AM Biscuits 750",Food
FMY53421602,789421,30-Apr-22,0,0,0,25891602,"AM Tea 250",beverages
FMY51201401,789201,30-Apr-22,0,1,0,25891401,"AM Curd 250",Dairy
FMY52702603,789702,30-Apr-22,1,0,0,25891603,"AM Tea 100",beverages
FMY51521201,789521,30-Apr-22,0,1,0,25891201,"AM Butter 100",Dairy
FMY52321301,789321,01-May-22,1,0,0,25891101,"AM Butter 100",Dairy
FMY52301503,789301,01-May-22,1,0,0,25891102,"AM Biscuits 250",Dairy
FMY53301602,789301,01-May-22,1,0,0,25891403,"AM Biscuits 500",beverages
FMY52102602,789102,01-May-22,0,1,0,25891602,"AM Tea 250",beverages
FMY53720602,789720,01-May-22,1,1,1,25891103,"AM Biscuits 250",beverages
FMY52501101,789501,01-May-22,0,0,0,25891101,"AM Milk 500",Dairy
FMY53203401,789203,01-May-22,0,1,0,25891401,"AM Curd 250",Dairy
FMY54203401,789203,01-May-22,0,1,0,25891401,"AM Curd 250",Dairy
FMY53121303,789121,01-May-22,0,0,0,25891303,"AM Ghee 100",Dairy
FMY53622503,789622,01-May-22,1,1,1,25891203,"AM Biscuits 250",Dairy
FMY52721302,789721,01-May-22,0,0,0,25891302,"AM Ghee 150",Dairy
FMY54401302,789401,01-May-22,0,1,0,25891302,"AM Ghee 150",Dairy
FMY53220301,789220,01-May-22,0,1,0,25891301,"AM Ghee 250",Dairy
FMY54902301,789902,01-May-22,1,0,0,25891103,"AM Ghee 250",Dairy
FMY54501203,789501,02-May-22,1,1,1,25891203,"AM Butter 500",Dairy
FMY53421203,789421,02-May-22,0,0,0,25891201,"AM Butter 100",Dairy
FMY54622302,789622,02-May-22,1,1,1,25891102,"AM Ghee 150",Dairy
FMY54103501,789103,02-May-22,1,0,0,25891102,"AM Biscuits 750",Dairy
FMY54420503,789420,02-May-22,0,0,0,25891102,"AM Biscuits 250",Dairy
FMY54403503,789403,02-May-22,0,1,0,25891503,"AM Biscuits 250",Food
FMY55321602,789321,02-May-22,1,1,1,25891503,"AM Biscuits 250",beverages
FMY55522601,789522,02-May-22,0,1,0,25891501,"AM Biscuits 750",beverages
FMY53301601,789301,02-May-22,1,1,1,25891202,"AM Biscuits 750",beverages
FMY53501501,789501,02-May-22,1,1,1,25891402,"AM Biscuits 750",Dairy
FMY53520402,789520,02-May-22,0,0,0,25891402,"AM Curd 100",Dairy
FMY53622603,789622,02-May-22,1,0,0,25891202,"AM Butter 250",beverages
FMY53102602,789102,02-May-22,0,1,0,25891402,"AM Curd 100",beverages
FMY54101501,789101,02-May-22,1,0,0,25891201,"AM Biscuits 750",Dairy
FMY55320602,789320,02-May-22,0,1,0,25891602,"AM Tea 250",beverages
FMY55301401,789301,02-May-22,0,1,0,25891401,"AM Curd 250",Dairy
FMY54421303,789421,02-May-22,0,1,0,25891303,"AM Ghee 100",Dairy
FMY55221303,789221,02-May-22,1,0,0,25891303,"AM Ghee 100",Dairy
FMY54521203,789521,03-May-22,1,1,1,25891101,"AM Butter 500",Dairy
FMY54503603,789503,03-May-22,1,1,1,25891302,"AM Ghee 150",beverages
FMY56622502,789622,03-May-22,1,1,1,25891301,"AM Biscuits 500",Dairy
FMY55601502,789601,03-May-22,0,1,0,25891502,"AM Biscuits 500",Food
FMY56301501,789301,03-May-22,1,0,0,25891103,"AM Biscuits 750",Dairy
FMY56622601,789622,03-May-22,1,1,1,25891601,"AM Tea 500",beverages
FMY56102201,789102,03-May-22,0,1,0,25891201,"AM Butter 100",Dairy
FMY54521501,789521,03-May-22,0,1,0,25891501,"AM Biscuits 750",Food
FMY56121602,789121,03-May-22,0,1,0,25891602,"AM Tea 250",beverages
FMY57422503,789422,04-May-22,0,0,0,25891103,"AM Biscuits 250",Dairy
FMY56703601,789703,04-May-22,1,0,0,25891103,"AM Biscuits 750",beverages
FMY55702103,789702,04-May-22,1,0,0,25891103,"AM Milk 100",Dairy
FMY55520103,789520,04-May-22,1,0,0,25891103,"AM Milk 100",Dairy
FMY57520601,789520,04-May-22,1,0,0,25891601,"AM Tea 500",beverages
FMY57521601,789521,04-May-22,0,0,0,25891601,"AM Tea 500",beverages
FMY57103601,789103,04-May-22,0,1,0,25891601,"AM Tea 500",beverages
FMY56401602,789401,04-May-22,1,1,1,25891202,"AM Butter 250",beverages
FMY55121401,789121,04-May-22,0,1,0,25891401,"AM Curd 250",Dairy
FMY55721303,789721,04-May-22,1,1,1,25891303,"AM Ghee 100",Dairy
FMY55621303,789621,04-May-22,0,1,0,25891303,"AM Ghee 100",Dairy
FMY56601502,789601,04-May-22,1,0,0,25891502,"AM Biscuits 500",Food
FMY57603302,789603,05-May-22,1,1,1,25891203,"AM Butter 500",Dairy
FMY56202203,789202,05-May-22,1,1,1,25891102,"AM Butter 500",Dairy
FMY57702601,789702,05-May-22,1,0,0,25891302,"AM Curd 250",beverages
FMY58201302,789201,05-May-22,1,1,1,25891302,"AM Ghee 150",Dairy
FMY57603502,789603,05-May-22,1,1,1,25891403,"AM Biscuits 500",Dairy
FMY57320403,789320,05-May-22,0,1,0,25891403,"AM Curd 50",Dairy
FMY56720503,789720,05-May-22,1,0,0,25891403,"AM Biscuits 250",Dairy
FMY58902503,789902,05-May-22,1,1,1,25891503,"AM Biscuits 250",Food
FMY56702103,789702,05-May-22,0,1,0,25891103,"AM Milk 100",Dairy
FMY56122601,789122,05-May-22,0,0,0,25891601,"AM Tea 500",beverages
FMY56422402,789422,05-May-22,0,1,0,25891402,"AM Curd 100",Dairy
FMY58101303,789101,05-May-22,0,0,0,25891201,"AM Butter 100",Dairy
FMY56122303,789122,05-May-22,0,1,0,25891303,"AM Ghee 100",Dairy
FMY57601603,789601,06-May-22,1,0,0,25891101,"AM Butter 500",beverages
FMY58102501,789102,06-May-22,1,0,0,25891302,"AM Biscuits 750",Dairy
FMY58301302,789301,06-May-22,1,0,0,25891302,"AM Ghee 150",Dairy
FMY59501102,789501,06-May-22,0,1,0,25891102,"AM Milk 250",Dairy
FMY58621502,789621,06-May-22,0,1,0,25891502,"AM Biscuits 500",Food
FMY57220503,789220,06-May-22,1,1,1,25891503,"AM Biscuits 250",Food
FMY59102602,789102,06-May-22,1,1,1,25891402,"AM Curd 100",beverages
FMY58903201,789903,06-May-22,0,0,0,25891201,"AM Butter 100",Dairy
FMY57122602,789122,06-May-22,0,0,0,25891602,"AM Tea 250",beverages
FMY57422101,789422,06-May-22,0,1,0,25891101,"AM Milk 500",Dairy
FMY57102303,789102,06-May-22,1,0,0,25891202,"AM Butter 250",Dairy
FMY59401603,789401,06-May-22,1,1,1,25891603,"AM Tea 100",beverages
FMY58501202,789501,06-May-22,1,1,1,25891202,"AM Butter 250",Dairy
FMY57303202,789303,06-May-22,0,1,0,25891202,"AM Butter 250",Dairy
FMY510503502,789503,07-May-22,0,0,0,25891201,"AM Biscuits 500",Dairy
FMY510721503,789721,07-May-22,1,0,0,25891502,"AM Biscuits 250",Food
FMY59422602,789422,07-May-22,0,1,0,25891403,"AM Curd 50",beverages
FMY59522601,789522,07-May-22,0,0,0,25891103,"AM Milk 100",beverages
FMY58421601,789421,07-May-22,1,1,1,25891601,"AM Tea 500",beverages
FMY58902202,789902,07-May-22,1,1,1,25891201,"AM Butter 100",Dairy
FMY59622401,789622,07-May-22,0,1,0,25891401,"AM Curd 250",Dairy
FMY58321203,789321,07-May-22,1,1,1,25891203,"AM Butter 500",Dairy
FMY511321203,789321,08-May-22,1,1,1,25891202,"AM Butter 250",Dairy
FMY511903102,789903,08-May-22,1,1,1,25891102,"AM Milk 250",Dairy
FMY59520403,789520,08-May-22,1,0,0,25891103,"AM Curd 50",Dairy
FMY510122603,789122,08-May-22,0,1,0,25891603,"AM Tea 100",beverages
FMY59422303,789422,08-May-22,0,0,0,25891303,"AM Ghee 100",Dairy
FMY512902601,789902,09-May-22,1,0,0,25891302,"AM Biscuits 500",beverages
FMY510202503,789202,09-May-22,1,1,1,25891302,"AM Biscuits 250",Dairy
FMY510201503,789201,09-May-22,1,0,0,25891303,"AM Biscuits 250",Dairy
FMY511220602,789220,09-May-22,1,1,1,25891403,"AM Biscuits 250",beverages
FMY511103502,789103,09-May-22,1,0,0,25891103,"AM Biscuits 500",Dairy
FMY512721501,789721,09-May-22,1,0,0,25891403,"AM Biscuits 750",Dairy
FMY512103403,789103,09-May-22,1,1,1,25891403,"AM Curd 50",Dairy
FMY512220303,789220,09-May-22,1,0,0,25891103,"AM Ghee 100",Dairy
FMY510501601,789501,09-May-22,1,1,1,25891601,"AM Tea 500",beverages
FMY510422402,789422,09-May-22,0,0,0,25891402,"AM Curd 100",Dairy
FMY511902602,789902,09-May-22,1,0,0,25891101,"AM Biscuits 750",beverages
FMY510421101,789421,09-May-22,0,0,0,25891101,"AM Milk 500",Dairy
FMY511421101,789421,09-May-22,1,1,1,25891101,"AM Milk 500",Dairy
FMY511320603,789320,09-May-22,1,1,1,25891202,"AM Butter 250",beverages
FMY511601503,789601,10-May-22,1,0,0,25891302,"AM Biscuits 250",Dairy
FMY513301303,789301,10-May-22,1,1,1,25891302,"AM Ghee 100",Dairy
FMY512320502,789320,10-May-22,1,0,0,25891102,"AM Biscuits 500",Dairy
FMY512301301,789301,10-May-22,1,0,0,25891301,"AM Ghee 250",Dairy
FMY511902503,789902,10-May-22,1,0,0,25891502,"AM Biscuits 250",Food
FMY513221602,789221,10-May-22,1,0,0,25891101,"AM Biscuits 250",beverages
FMY511402502,789402,10-May-22,1,1,1,25891502,"AM Biscuits 500",Food
FMY511903501,789903,10-May-22,1,0,0,25891303,"AM Biscuits 750",Dairy
FMY513621602,789621,10-May-22,0,1,0,25891602,"AM Tea 250",beverages
FMY511421602,789421,10-May-22,0,0,0,25891602,"AM Tea 250",beverages
FMY511321101,789321,10-May-22,1,0,0,25891101,"AM Milk 500",Dairy
FMY513521401,789521,10-May-22,0,1,0,25891401,"AM Curd 250",Dairy
FMY511403303,789403,10-May-22,0,0,0,25891303,"AM Ghee 100",Dairy
FMY511403203,789403,10-May-22,1,1,1,25891203,"AM Butter 500",Dairy
FMY513321303,789321,11-May-22,0,1,0,25891303,"AM Ghee 100",Dairy
FMY512522501,789522,11-May-22,0,0,0,25891301,"AM Biscuits 750",Dairy
FMY513122301,789122,11-May-22,0,1,0,25891301,"AM Ghee 250",Dairy
FMY512522503,789522,11-May-22,1,1,1,25891103,"AM Biscuits 250",Dairy
FMY513902501,789902,11-May-22,1,0,0,25891401,"AM Biscuits 750",Dairy
FMY514121501,789121,11-May-22,1,1,1,25891501,"AM Biscuits 750",Food
FMY512621401,789621,11-May-22,0,1,0,25891401,"AM Curd 250",Dairy
FMY513420203,789420,12-May-22,0,0,0,25891203,"AM Butter 500",Dairy
FMY514202601,789202,12-May-22,1,0,0,25891202,"AM Butter 250",beverages
FMY514421102,789421,12-May-22,0,0,0,25891102,"AM Milk 250",Dairy
FMY514903602,789903,12-May-22,1,0,0,25891102,"AM Butter 100",beverages
FMY515420102,789420,12-May-22,0,1,0,25891102,"AM Milk 250",Dairy
FMY513303502,789303,12-May-22,1,1,1,25891502,"AM Biscuits 500",Food
FMY515101603,789101,12-May-22,1,0,0,25891103,"AM Biscuits 750",beverages
FMY513703601,789703,12-May-22,0,1,0,25891601,"AM Tea 500",beverages
FMY515320601,789320,12-May-22,0,0,0,25891601,"AM Tea 500",beverages
FMY514320402,789320,12-May-22,1,0,0,25891402,"AM Curd 100",Dairy
FMY514103101,789103,12-May-22,0,0,0,25891101,"AM Milk 500",Dairy
FMY515321603,789321,13-May-22,1,0,0,25891102,"AM Butter 100",beverages
FMY516421203,789421,13-May-22,1,0,0,25891202,"AM Butter 250",Dairy
FMY514520503,789520,13-May-22,1,0,0,25891203,"AM Biscuits 250",Dairy
FMY516102302,789102,13-May-22,0,1,0,25891302,"AM Ghee 150",Dairy
FMY514521201,789521,13-May-22,0,1,0,25891201,"AM Butter 100",Dairy
FMY515202501,789202,13-May-22,1,1,1,25891202,"AM Biscuits 750",Dairy
FMY516721101,789721,13-May-22,1,1,1,25891101,"AM Milk 500",Dairy
FMY516402502,789402,13-May-22,1,1,1,25891202,"AM Biscuits 500",Dairy
FMY517403602,789403,14-May-22,1,1,1,25891101,"AM Curd 250",beverages
FMY515102501,789102,14-May-22,1,1,1,25891401,"AM Biscuits 750",Dairy
FMY515320501,789320,14-May-22,1,1,1,25891301,"AM Biscuits 750",Dairy
FMY517201603,789201,14-May-22,1,0,0,25891101,"AM Biscuits 250",beverages
FMY515221303,789221,14-May-22,0,1,0,25891303,"AM Ghee 100",Dairy
FMY515203203,789203,14-May-22,0,1,0,25891203,"AM Butter 500",Dairy
FMY515402203,789402,14-May-22,1,0,0,25891203,"AM Butter 500",Dairy
FMY517501302,789501,14-May-22,1,1,1,25891101,"AM Ghee 150",Dairy
FMY516421501,789421,14-May-22,0,0,0,25891301,"AM Biscuits 750",Dairy
FMY517902602,789902,14-May-22,1,0,0,25891102,"AM Biscuits 500",beverages
FMY515420502,789420,14-May-22,0,0,0,25891502,"AM Biscuits 500",Food
FMY515221103,789221,14-May-22,0,0,0,25891103,"AM Milk 100",Dairy
FMY518220302,789220,15-May-22,1,1,1,25891101,"AM Butter 500",Dairy
FMY518603302,789603,15-May-22,1,1,1,25891302,"AM Ghee 150",Dairy
FMY517321403,789321,15-May-22,1,0,0,25891102,"AM Butter 100",Dairy
FMY517522302,789522,15-May-22,0,1,0,25891302,"AM Ghee 150",Dairy
FMY517503302,789503,15-May-22,1,1,1,25891302,"AM Ghee 150",Dairy
FMY518621502,789621,15-May-22,1,0,0,25891502,"AM Biscuits 500",Food
FMY517221502,789221,15-May-22,1,1,1,25891502,"AM Biscuits 500",Food
FMY518101603,789101,15-May-22,1,0,0,25891403,"AM Curd 50",beverages
FMY518102503,789102,15-May-22,1,0,0,25891402,"AM Biscuits 250",Dairy
FMY518520103,789520,15-May-22,1,1,1,25891103,"AM Milk 100",Dairy
FMY518301402,789301,15-May-22,0,1,0,25891402,"AM Curd 100",Dairy
FMY518721401,789721,15-May-22,0,1,0,25891401,"AM Curd 250",Dairy
FMY518122403,789122,16-May-22,0,0,0,25891203,"AM Butter 500",Dairy
FMY519221503,789221,16-May-22,1,0,0,25891102,"AM Biscuits 250",Dairy
FMY517402202,789402,16-May-22,0,0,0,25891202,"AM Butter 250",Dairy
FMY518402202,789402,16-May-22,1,1,1,25891202,"AM Butter 250",Dairy
FMY518421303,789421,16-May-22,0,1,0,25891303,"AM Ghee 100",Dairy
FMY517202303,789202,16-May-22,0,1,0,25891303,"AM Ghee 100",Dairy
FMY519601601,789601,16-May-22,1,0,0,25891601,"AM Tea 500",beverages
FMY517721601,789721,16-May-22,0,1,0,25891601,"AM Tea 500",beverages
FMY519101602,789101,16-May-22,0,0,0,25891602,"AM Tea 250",beverages
FMY518102603,789102,16-May-22,0,1,0,25891603,"AM Tea 100",beverages
FMY518703501,789703,17-May-22,1,1,1,25891302,"AM Biscuits 750",Dairy
FMY519503503,789503,17-May-22,1,0,0,25891202,"AM Biscuits 250",Dairy
FMY520420101,789420,17-May-22,0,1,0,25891101,"AM Milk 500",Dairy
FMY520903603,789903,17-May-22,1,0,0,25891102,"AM Butter 250",beverages
FMY519122603,789122,17-May-22,0,1,0,25891303,"AM Ghee 100",beverages
FMY518221503,789221,17-May-22,1,0,0,25891202,"AM Biscuits 250",Dairy
FMY520203303,789203,17-May-22,0,1,0,25891203,"AM Butter 500",Dairy
FMY520422303,789422,17-May-22,1,1,1,25891303,"AM Ghee 100",Dairy
FMY518902303,789902,17-May-22,1,1,1,25891301,"AM Ghee 100",Dairy
